(Grupo Terrorista, Quantidade de Ataques)
('Separatist Arab Guerrillas', 1)
('Separatist Clandestine Organization', 1)
('September 17 Organization', 1)
('Serb demonstrators', 1)
('Serb Radical Party', 1)
('Serbian Gangsters', 1)
('Servants of Islam Organization', 1)
("Ses'khona Peoples' Rights Movement", 1)
('SFT', 1)
('Shabwah Province of the Islamic State', 1)
('Shahin (Falcon)', 1)
("Sham 'unite", 1)
('Shangytown residents', 1)
('Shanty Dwellers', 1)
("Sharivad 17 Tal-Al-Za'atar(Sept 17 Tal-Al-Za'atar)", 1)
('Sharp Sword Organization', 1)
('Shaykh Hassan Khalid Forces', 1)
('Shinwari Tribe', 1)
('Shonkonjuku Group', 1)
('Shop owners', 1)
('Siah KAL', 1)
('Sinhalese Extremists', 1)
('Sinhalese Insurgents', 1)
('Sisters in Arms', 1)
('Sixth of March Group', 1)
('SKIF Detachment', 1)
('Skinhead group', 1)
('Slum Dwellers', 1)
('Smugglers and Elephant Poachers', 1)
('Social Christian Party (PSC)', 1)
('Socialist Chhatra League', 1)
('Socialist Labor Party of Lebanon', 1)
('Socialist Recovery Movement', 1)
('Socialist Revolutionary Brigade', 1)
('Socialist-Nationalist Front (SNF)', 1)
('Somali Gang', 1)
('Somali Guerrillas', 1)
('Somali Patriotic Movement', 1)
('Somali Salvation Democratic Front (SSDF)', 1)
('Somoza Sympathizers', 1)
('Sons of the Gestapo', 1)
('Sons of the South', 1)
('Sons of the South (Shiite Muslim Group)', 1)
('Soskan tribe', 1)
('South African guerrillas', 1)
('South Lebanon Army', 1)
('South Ossetian Extremists', 1)
('South Sudan Armed Forces (SSAF)', 1)
('Southern Nucleus of Communist Counterpower', 1)
('Sovereign Panama Patriotic Front', 1)
('Soviet and Cuban-backed rebels/mercenaries', 1)
('Spanish Falange', 1)
('Spanish International Communist Party', 1)
('Squatters', 1)
('St. Kitts Nevis Labor Party', 1)
('State Council of Indian and Peasant Organization', 1)
('Stop the War Coalition', 1)
('Strike Enforcers', 1)
('Striking Minors Group', 1)
('Student Militants', 1)
('Student Network of Mandalay', 1)
('Student Revolutionary Front (FER)', 1)
('Students  U of PNG', 1)
('Students for a Democratic Society (SDS) (German)', 1)
('Sudanese mostly Christian rebels', 1)
("Sudanese People's Front", 1)
('Sudanese Rebels', 1)
('Sudurpaschim Janata Dal', 1)
('Sungu Sungu', 1)
('Sunni Resistance Committees in Lebanon (SRCL)', 1)
('Sunni Supporters', 1)
('Support for Refugees (Appui aux Refugies)', 1)
('Support of Ocalan-The Hawks of Thrace', 1)
('Supporter of Bhutto', 1)
('Supporters of opposing candidate Abdu Sakurtan', 1)
('Supporters of President J-B Aristide', 1)
('supporters of presidential candidate Belisario Bet', 1)
('Supporters of ret. Gen. Lino Oviedo', 1)
('Supporters of Right and Freedom', 1)
('Supporters of Second Prime Minister Hun Sen', 1)
('Supporters Opposition Leader Etienne Tshisekedi', 1)
('Supporters, House Speaker Ramon Mitra', 1)
('Supreme Islamic Council', 1)
('Suriname Liberation Front', 1)
('Survivors of Hama', 1)
('suspended policemen', 1)
('Swatantra Nepal Dal', 1)
('Swaziland Youth Congress (Swayoco)', 1)
('Sword of Islam', 1)
('Sympathizers of "Iranian People\'s Zeda\'i"', 1)
('Syrian Army deserters', 1)
('Syrian Battle Front', 1)
('Syrian Terror', 1)
("Ta'ang National Liberation Army (TNLA)", 1)
('Tabu Tribe', 1)
('Tacayana Indians', 1)
('Taihikai (Great Sadness)', 1)
('Taikosha, right wing group', 1)
('Tajamo Ansar al-Islam', 1)
('Tajik Rebels', 1)
('Tanyus Shanin Armed Unit', 1)
('Tanzeem Ittehad - I - Ulema Qabail (Tiuq)Tribesmen', 1)
('Tawheedul Islam', 1)
("Tayeb Al-Afghani's Islamist Group", 1)
('Tehama Movement', 1)
('Tehrik-e-Nifaz-e-Aman Balochistan-Jhalawan Brigade (TNAB-Jhalawan Brigade)', 1)
('Tehrik-e-Taliban Islami (TTI)', 1)
('Tela Mohammed', 1)
('Temple Mount Faithful Movement', 1)
('Terai Janatantrik Madhes Party', 1)
('Terai Janatantrik Party', 1)
('Terai Madheshi Mukti Morcha (TMMM)', 1)
('Terai Rastriya Mukti Sena (TRMS)', 1)
('Territorial Anti-Fascist Patrols', 1)
('Territorial Armed Groups for Communism', 1)
('Territorial Cells for Boycotting the Elections', 1)
('Territorial Communist Command', 1)
('Territorial Communist Units', 1)
('Territorial Patrols of Anti-Fascist Vigilance', 1)
('Thai Communists', 1)
('Thavar Caste', 1)
('The Aref Boluki Dynamite group', 1)
('The Armed Secret Organization', 1)
('The Black Sun', 1)
('The Call of Jesus Christ', 1)
('The Great Serpent', 1)
('The Husayn Ubayyat Martyrs’ Brigades', 1)
('The Illegal Fisherman of the Night', 1)
('The Inevitables', 1)
('The Irish Volunteers', 1)
('The Islamic Movement', 1)
('The Islamic Revolution to Liberate Palestine', 1)
('The Jean Marc Rouillan Armed and Heartless Columns', 1)
('The Jewish Execution with Silence', 1)
("The Nation's Army", 1)
('The Ordinary Men', 1)
('The Organization for the Return of Legality', 1)
('The Third Way (Der III. Weg)', 1)
('The Unit of the Chemical Weapons Martyrs', 1)
('The United Southern Front', 1)
('The War That Was Never Declared', 1)
('The World United Formosans for Independence (WUFI)', 1)
('Thomas Muenzer Wild Band', 1)
('Three Stars Autonomous Commando', 1)
('Thunder of Zion', 1)
('Tibetan separatists', 1)
('Ticuna Indian', 1)
('Tigers', 1)
('Tiv Militia', 1)
('Togolese Peoples Rally', 1)
('Tolib Ayombekov loyalists', 1)
('Tonino Micciche Workers Nucleus', 1)
('Toposa and Dongiro Tribes', 1)
('Tribal Clash', 1)
('Tribal Thumb', 1)
('Tribesmen, al-Itada', 1)
('Trinitarians', 1)
('Tripura Nationalists', 1)
('Tripura Separatists', 1)
('Tucayana Amerindians', 1)
('Tulawie Clan', 1)
('Tunisian Armed Resistance', 1)
('Turkish Islamic Commandos', 1)
('Turkish Marxist Workers Party', 1)
('Turkish radicals', 1)
('Turkish Revenge Brigade', 1)
('Turkish Revolutionaries', 1)
('Turks of Western Thrace', 1)
('Tyrolean Defense League', 1)
('U/I Asian Gang', 1)
('U/I Catholic Traditionalists', 1)
('U/I Liberians', 1)
('U/I Militia Group led by Raul Martinez', 1)
('U/I Private army of wral politician', 1)
('U/l men', 1)
('Uganda Democratic Christian Army (UDCA)', 1)
('Uganda Federal Army', 1)
('Uganda Federal Democratic Alliance (UFEDA)', 1)
('Uganda National Liberation Front (UNLF)', 1)
("Ugandan People's Democratic Army", 1)
('Uighur Liberation Organization', 1)
('Ujjan Tribe', 1)
('Ukrainian Liberation Front', 1)
('Ultra Conservative Clerical Group', 1)
('Ultra Nationalist Group, name not given', 1)
('Ummah Liberation Army', 1)
('Unarmed Algerian', 1)
('Unidad Militar Bolivariana', 1)
('Unidentified Infiltrators', 1)
('Unification Army Sons Brigade', 1)
('Unified Communist Party of Nepal (Maoist)', 1)
('Unified Kurdish Socialist Party', 1)
('Unified Workers Command', 1)
('Union Du People Corse', 1)
('Union of Chadian Forces (UFNT)', 1)
('Union of Democratic Forces', 1)
('Union of Galilee Christians', 1)
('Union of Peaceful Citizens of Algeria', 1)
('Union of Revolutionary Communists in Turkey (TIKB)', 1)
('Union of the Peoples of the Arabian Peninsula', 1)
('Union of Young Kurdish Revolutionaries', 1)
('Union Parishad', 1)
('Unione di u Populu Corsu (UPC)', 1)
('United Arab Revolution', 1)
('United Aryan Empire', 1)
('United Democratic Terai Liberation Front (UDTLF)', 1)
("United Front for Nigeria's Liberation (UFNL)", 1)
('United Garo Security Force (UGSF)', 1)
("United Gorkha People's Organization (UGPO)", 1)
('United Janatantrik Terai Mukti Morcha (U-JTMM)', 1)
('United Jewish Underground', 1)
('United Jihad Council', 1)
('United Karbi Liberation Army (UKLA)', 1)
('United Liberation Front for the New Algeria', 1)
('United Nasirite Organizaiton', 1)
('United National Liberation Front of WESEA (UNLFW)', 1)
("United People's Front", 1)
('United Popular Liberation Army of America', 1)
('United Students Forum', 1)
('United Wa State Army', 1)
('Unk (men in army uniforms with arms and gas masks)', 1)
('Unk Iranian Guerrillas', 1)
('unk masked raiders', 1)
('unk, protest against USSR invasion of Afghanistan', 1)
('Unsubordinated Desires', 1)
('Urban Guerrilla War', 1)
('Urhobo Revolutionary Army', 1)
('Valais Group Against Hydro-Rhone', 1)
('Vandalicia Teodoro Suarez', 1)
('Vanguard of Red Youth (AKM)', 1)
('Vanguards of the Caliphate', 1)
('Venceremos', 1)
('Venezuela Cartel', 1)
('Vengence Party', 1)
('Vietnamese', 1)
('Vietnamese Detainees', 1)
('Village League', 1)
('Vincente Mecha Revolutionary Christians', 1)
('Viviana Gallardo Command', 1)
('Volunteers of Innocent People of Nagas (VIPN)', 1)
('Vyborg Brigade', 1)
('Wahhabi Movement', 1)
('War Veterans', 1)
('We Who Built Sweden', 1)
('Welsh nationalists', 1)
('West Indonesia Mujahideen', 1)
('West Nile Bank Front (WNBF)', 1)
('West Side Boys', 1)
('Western Somalia Liberation Front', 1)
('White Guard', 1)
('White Legion (Ecuador)', 1)
('White Liberation Army', 1)
('White Panther Party', 1)
('White Wolves (UK)', 1)
('Wild Cats', 1)
('Wild Freedom', 1)
('Wild Geese of the Cities', 1)
('Wit Kommando', 1)
('Wolves of Islam', 1)
("Worker's Brigade", 1)
("Workers' Forces of Liberation", 1)
('Workers of the Company', 1)
('Workers Power', 1)
("Workers' Revolutionary Party", 1)
("Working People's Alliance (WPA)", 1)
('World Punishment Organization', 1)
('Worldwide Organization of Native Taiwanese', 1)
('Xhosa Tribal Workers', 1)
('Yamaguchi-Gumi Gang', 1)
('Yazbik Revolutionary Organization', 1)
('Yekbun', 1)
('Yich Telga', 1)
('Yimchunger Liberation Front (YLF)', 1)
('Yokoku Seiwa-Kai', 1)
('Young Brigade of Navarro', 1)
('Young Liberators of Pattani', 1)
('Young Officer Union of the New Generation and Reformist Armed Forces of the Philippines (YOU-RAFP)', 1)
('Young Pioneers', 1)
('Youth for Revolution', 1)
('Youth Gang', 1)
('Youth of Islamic Awakening', 1)
('Youth of the Land of Egypt', 1)
('Youth of the Star', 1)
('Zaghawa ethnic group', 1)
('Zairian Dissidents', 1)
('Zawiya Martyrs Brigade', 1)
('Zehri Youth Force (ZYF)', 1)
('Zemun Clan', 1)
('Zero Point', 1)
('Zintani Militia', 1)
('Zionist Resistance Fighters', 1)
('Zulu Militants', 1)
('Zulu Miners', 1)
('Zuwar al-Imam Rida', 1)
('Zviadists', 1)
('Zwai Trib', 1)
